lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,label,image
0.5292525887489319,0.7848841547966003,-1.0273366797264316e-06,0.7311610579490662,0.6859772205352783,-0.05851992964744568,0.8447794914245605,0.4535369873046875,-0.046832382678985596,0.8502628803253174,0.2496946156024933,-0.025536680594086647,0.785357654094696,0.12700647115707397,0.01646294817328453,0.6776817440986633,0.31609898805618286,-0.006884649395942688,0.7156896591186523,0.19156521558761597,-0.05358697101473808,0.7278680801391602,0.3603842258453369,-0.06000732630491257,0.7011056542396545,0.386337548494339,-0.06272254884243011,0.5312430262565613,0.3364098370075226,0.004760887008160353,0.5903160572052002,0.201900452375412,-0.09105602651834488,0.6234301328659058,0.3913070559501648,-0.12435869872570038,0.5889960527420044,0.4320128858089447,-0.12509556114673615,0.4259195029735565,0.3874954581260681,0.009978920221328735,0.4590016305446625,0.25570645928382874,-0.07568687200546265,0.527050793170929,0.4225015640258789,-0.04194462671875954,0.4943638741970062,0.47233617305755615,0.0018180608749389648,0.3156856596469879,0.4270586371421814,0.011866203509271145,0.3616194427013397,0.34246665239334106,-0.03443857282400131,0.4185217320919037,0.451602578163147,-0.001624430762603879,0.3940771520137787,0.47781550884246826,0.035290755331516266,1,17188064908405828_jpg.rf.3f0dc9de34f8ba60a74dc222913d8683.csv
0.11768773198127747,0.6007120013237,7.354381068580551e-07,0.19959399104118347,0.3844647705554962,-0.0005856974748894572,0.33395683765411377,0.28187212347984314,-0.011844425462186337,0.47027766704559326,0.2962146997451782,-0.021680660545825958,0.5516154766082764,0.35333120822906494,-0.03316466882824898,0.43813925981521606,0.3570520579814911,-0.056034013628959656,0.6365364193916321,0.3436426520347595,-0.07844331115484238,0.7410706281661987,0.3518112897872925,-0.08853120356798172,0.8149216175079346,0.36234980821609497,-0.09372752159833908,0.4628590941429138,0.4948264956474304,-0.0716085135936737,0.6626569032669067,0.4674678146839142,-0.0787641704082489,0.7706336975097656,0.45596879720687866,-0.08240964263677597,0.8412115573883057,0.4466358423233032,-0.087122842669487,0.4627537727355957,0.6221396327018738,-0.08309122920036316,0.639390766620636,0.586993932723999,-0.08841941505670547,0.7453917264938354,0.5643101930618286,-0.08833519369363785,0.8138517141342163,0.5440229177474976,-0.09103171527385712,0.4424625039100647,0.7360796928405762,-0.09328648447990417,0.5781996250152588,0.7177386283874512,-0.0990171879529953,0.6581224203109741,0.6966629028320312,-0.08776302635669708,0.7158621549606323,0.67425137758255,-0.07729840278625488,1,1718806500645377_jpg.rf.75ba1f4e9c6e529e3ef763e28c3c832e.csv
0.11888402700424194,0.6183524131774902,1.0838698472070973e-06,0.17983558773994446,0.3919984698295593,-0.008325381204485893,0.30616068840026855,0.2778679430484772,-0.02050737850368023,0.44179996848106384,0.2896709144115448,-0.028441011905670166,0.5207719206809998,0.3560822606086731,-0.03813952952623367,0.42706170678138733,0.3588055968284607,-0.06820957362651825,0.6278615593910217,0.33928486704826355,-0.09192269295454025,0.7367457747459412,0.3436937928199768,-0.10196493566036224,0.816990852355957,0.3505018949508667,-0.10787466913461685,0.4561753273010254,0.49991294741630554,-0.08023719489574432,0.6569209098815918,0.468608558177948,-0.08964185416698456,0.7684400081634521,0.4559468924999237,-0.09135022014379501,0.8425973653793335,0.4465925991535187,-0.09487175196409225,0.45436665415763855,0.631036102771759,-0.08837982267141342,0.6299585700035095,0.5947608947753906,-0.09658687561750412,0.7361146807670593,0.5731172561645508,-0.0939771831035614,0.8063163757324219,0.5548726320266724,-0.0941976010799408,0.42935711145401,0.7489798069000244,-0.09559570997953415,0.5678372383117676,0.7254428863525391,-0.10517693310976028,0.6489424109458923,0.7004618644714355,-0.09325315058231354,0.7094247341156006,0.676064133644104,-0.08183933794498444,1,17188065016400702_jpg.rf.9f6d0610d04e95e2c353930585ee9a8d.csv
0.12132903933525085,0.5854800939559937,6.996046408858092e-07,0.21290189027786255,0.37625792622566223,0.004467197693884373,0.34510424733161926,0.28695690631866455,-0.00820174627006054,0.47501546144485474,0.3068636953830719,-0.020140379667282104,0.5555803179740906,0.3654137849807739,-0.03439218923449516,0.4262387454509735,0.35127580165863037,-0.0637318417429924,0.6286737322807312,0.3465162217617035,-0.09156115353107452,0.7341633439064026,0.35731345415115356,-0.10148315131664276,0.8050748705863953,0.36939263343811035,-0.10419686883687973,0.4501085877418518,0.4869566857814789,-0.08223698288202286,0.6606438755989075,0.4727921485900879,-0.09844425320625305,0.7686776518821716,0.4697113335132599,-0.10297399759292603,0.8325140476226807,0.46681463718414307,-0.10534665733575821,0.45097070932388306,0.6160688996315002,-0.0953863188624382,0.6416653990745544,0.5972015857696533,-0.10599135607481003,0.7413531541824341,0.5818939805030823,-0.10210376232862473,0.8000917434692383,0.5661323070526123,-0.09927874803543091,0.4318459630012512,0.7305068969726562,-0.1062459647655487,0.5794453024864197,0.7115294933319092,-0.10947427153587341,0.6588826179504395,0.6922022104263306,-0.09154734015464783,0.7103008031845093,0.6701632738113403,-0.07518293708562851,1,17188065022118182_jpg.rf.775f1787482d8c1da6dee198f8be1384.csv
0.13866451382637024,0.6160582304000854,5.789772217212885e-07,0.19383946061134338,0.41697958111763,-0.006059842649847269,0.30317938327789307,0.2782326936721802,-0.021571418270468712,0.42265239357948303,0.23958170413970947,-0.032173678278923035,0.5040842890739441,0.27332064509391785,-0.04198220744729042,0.43272531032562256,0.36516648530960083,-0.07664968073368073,0.6369314193725586,0.35710594058036804,-0.0978478491306305,0.7408593893051147,0.3667141795158386,-0.09600330889225006,0.8106844425201416,0.37409865856170654,-0.09152726829051971,0.4552004635334015,0.5001078248023987,-0.08667196333408356,0.6607574820518494,0.47523564100265503,-0.1015920341014862,0.7670713663101196,0.46711963415145874,-0.0991390123963356,0.8371057510375977,0.460374116897583,-0.0972023755311966,0.4559115171432495,0.6261661052703857,-0.09250975400209427,0.638785719871521,0.5887030363082886,-0.10535453259944916,0.7415461540222168,0.5701817870140076,-0.10544664412736893,0.8088674545288086,0.5540878176689148,-0.10528525710105896,0.44041678309440613,0.7408361434936523,-0.0961223915219307,0.5840598344802856,0.709691047668457,-0.10670538991689682,0.6623777151107788,0.6916050910949707,-0.10096630454063416,0.7195714712142944,0.6774196624755859,-0.09308043867349625,1,17188065029862332_jpg.rf.63f06ab1fe67b945168b6b5ea797dbb4.csv
0.1521596908569336,0.6088560819625854,6.095683033890964e-07,0.2141493260860443,0.40247416496276855,-0.02202957682311535,0.3310973346233368,0.25886791944503784,-0.04389911890029907,0.4636733829975128,0.23542526364326477,-0.059773366898298264,0.5468299388885498,0.28499704599380493,-0.0759805291891098,0.4242214560508728,0.36539557576179504,-0.08302269876003265,0.6124186515808105,0.33744150400161743,-0.11756351590156555,0.7200992107391357,0.33502742648124695,-0.13414563238620758,0.8017821907997131,0.33461707830429077,-0.1450328230857849,0.45258626341819763,0.4988502860069275,-0.09295440465211868,0.6425639390945435,0.4598584473133087,-0.1160711869597435,0.7533564567565918,0.44086718559265137,-0.127081960439682,0.8341476321220398,0.42447683215141296,-0.1370456963777542,0.45697999000549316,0.6222436428070068,-0.10065123438835144,0.6279433965682983,0.5765866041183472,-0.12287170439958572,0.7323824167251587,0.5511075854301453,-0.12935911118984222,0.8054876923561096,0.5268349647521973,-0.1348314881324768,0.44352295994758606,0.7356051206588745,-0.10821771621704102,0.5774263739585876,0.7028782367706299,-0.13184703886508942,0.6567404270172119,0.6754580140113831,-0.1308605670928955,0.7161813974380493,0.6494917273521423,-0.1266585737466812,1,1718806503183845_jpg.rf.66dc07f10a70cee62543a8937c73e000.csv
0.12044280767440796,0.626649022102356,6.075763394619571e-07,0.1908842921257019,0.41057178378105164,-0.00024212736752815545,0.31862279772758484,0.2951855957508087,-0.011777513660490513,0.45474594831466675,0.2865498661994934,-0.021423617377877235,0.5463619232177734,0.33644169569015503,-0.03220677748322487,0.4161800742149353,0.351120263338089,-0.059358399361371994,0.6163522005081177,0.31298935413360596,-0.08415909111499786,0.7255436778068542,0.3033074736595154,-0.0915251076221466,0.8088306188583374,0.2993374466896057,-0.09428485482931137,0.45072290301322937,0.48611775040626526,-0.07589059323072433,0.6515133380889893,0.43756797909736633,-0.08936081826686859,0.7647516131401062,0.4119156002998352,-0.09312976896762848,0.8445926904678345,0.39087754487991333,-0.09639577567577362,0.45986488461494446,0.6158380508422852,-0.08810430765151978,0.6342883110046387,0.5647891759872437,-0.09857585281133652,0.7405036687850952,0.530034601688385,-0.0974942073225975,0.8141686916351318,0.49865391850471497,-0.09780407696962357,0.44921043515205383,0.7336596250534058,-0.09847375750541687,0.5868560075759888,0.6919140219688416,-0.10523421317338943,0.668819010257721,0.6597487330436707,-0.09146259725093842,0.7287098169326782,0.6299290657043457,-0.0784987285733223,1,17188065041108508_jpg.rf.3ec2648fcde6954974f389968245acd7.csv
0.1626901924610138,0.7199010848999023,-3.8480891362269176e-07,0.18862274289131165,0.5113443732261658,-0.019162235781550407,0.2872859835624695,0.3729237914085388,-0.037336066365242004,0.421040415763855,0.3352568447589874,-0.05225348472595215,0.5064177513122559,0.361278772354126,-0.06862000375986099,0.4120965600013733,0.4032612144947052,-0.07746228575706482,0.599323570728302,0.30569714307785034,-0.11858445405960083,0.7059990167617798,0.25602760910987854,-0.1356048583984375,0.7879053354263306,0.21703168749809265,-0.14551153779029846,0.4644221067428589,0.5216771364212036,-0.08503679931163788,0.6518222689628601,0.40689894556999207,-0.11916237324476242,0.7573334574699402,0.34044888615608215,-0.1348389834165573,0.8340173363685608,0.2879822254180908,-0.14558888971805573,0.48777467012405396,0.6356388330459595,-0.09133318811655045,0.6521036624908447,0.5320582985877991,-0.12333419919013977,0.7481932044029236,0.46339869499206543,-0.13978050649166107,0.8124498128890991,0.4044535160064697,-0.1483066827058792,0.4903095066547394,0.7414852976799011,-0.09711629152297974,0.6157892942428589,0.6587376594543457,-0.12160218507051468,0.6877109408378601,0.6048735976219177,-0.1295282244682312,0.738505482673645,0.5577605366706848,-0.13106407225131989,1,17188065043101401_jpg.rf.a67fe5107bc200b616e223931f677578.csv
0.13588550686836243,0.6055096387863159,7.185157073763548e-07,0.20935922861099243,0.3898857831954956,0.004050250165164471,0.34447771310806274,0.29138392210006714,-0.005485485307872295,0.48033931851387024,0.30233410000801086,-0.012769270688295364,0.5688327550888062,0.3512839674949646,-0.021659521386027336,0.43007993698120117,0.33893758058547974,-0.06426922231912613,0.6298600435256958,0.31477421522140503,-0.08821764588356018,0.7376716136932373,0.31466734409332275,-0.09182249754667282,0.8142672777175903,0.3194175362586975,-0.09047475457191467,0.45945319533348083,0.4786989092826843,-0.08132696896791458,0.6663634777069092,0.4438943862915039,-0.09873852878808975,0.7757939696311951,0.4293000102043152,-0.10052649676799774,0.8452632427215576,0.4175947308540344,-0.0993475541472435,0.4640723168849945,0.6113298535346985,-0.09258423745632172,0.6519674062728882,0.571487307548523,-0.10748125612735748,0.7523061037063599,0.5464913249015808,-0.10274990648031235,0.814332127571106,0.5212610363960266,-0.09708546847105026,0.44855257868766785,0.7311300039291382,-0.10070942342281342,0.5986488461494446,0.7006433606147766,-0.10754451900720596,0.6789326071739197,0.675514280796051,-0.08895376324653625,0.7316282987594604,0.6483583450317383,-0.07055171579122543,1,17188065050889463_jpg.rf.cebd0c5bf6bd448900eedc04e388fa91.csv
0.2109522819519043,0.5910646915435791,5.308875756782072e-07,0.27601736783981323,0.4302527904510498,0.004277262836694717,0.38941577076911926,0.3380022346973419,-0.013085396029055119,0.5072184205055237,0.31839519739151,-0.030321743339300156,0.5921511054039001,0.33107468485832214,-0.0494476743042469,0.43648815155029297,0.3580925762653351,-0.07906869053840637,0.6127549409866333,0.3142911195755005,-0.11522632837295532,0.7056151032447815,0.31473058462142944,-0.12960641086101532,0.7697937488555908,0.32307809591293335,-0.13428840041160583,0.4617793560028076,0.46819058060646057,-0.0986655130982399,0.6435484886169434,0.4205128252506256,-0.12474563717842102,0.7369065880775452,0.4082721769809723,-0.12757396697998047,0.7881568670272827,0.4066917300224304,-0.12740817666053772,0.4737688899040222,0.5789406895637512,-0.11259851604700089,0.638877809047699,0.5233493447303772,-0.12742166221141815,0.7244625687599182,0.499587744474411,-0.11855988949537277,0.7713730335235596,0.4842444062232971,-0.11178798228502274,0.4749596118927002,0.6756986379623413,-0.12490659952163696,0.60357666015625,0.6221880912780762,-0.13531403243541718,0.6729044914245605,0.5862935185432434,-0.1219484806060791,0.7207850813865662,0.5597796440124512,-0.10805131494998932,1,17188065075541215_jpg.rf.98b1428bc3c6c4dfb61f6fb591547daa.csv
