partition,clase,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
train,A,0.4457401633262634,0.8437740802764893,-9.404290608472365e-07,0.5464144349098206,0.7451582551002502,-0.0488237626850605,0.6061629056930542,0.5747660994529724,-0.07930395752191544,0.6564618349075317,0.39922040700912476,-0.12248336523771286,0.6761083602905273,0.2883743643760681,-0.15477074682712555,0.3735045790672302,0.5175347924232483,0.0613798089325428,0.45556116104125977,0.3082115650177002,0.007491468917578459,0.5351762771606445,0.34670862555503845,-0.012311168946325779,0.5498104691505432,0.3897947669029236,-0.01374514028429985,0.2787574529647827,0.48870715498924255,0.05716607719659805,0.3663380444049835,0.255159854888916,0.004234907682985067,0.4662168025970459,0.35419970750808716,0.003438953310251236,0.4621790647506714,0.4215465784072876,0.02069644257426262,0.18493583798408508,0.4635776877403259,0.033097896724939346,0.2638396918773651,0.2410355508327484,-0.02382870763540268,0.3685527443885803,0.35559025406837463,-0.009550527669489384,0.37028270959854126,0.4480251371860504,0.02041655406355858,0.10064814984798431,0.4492882490158081,0.0026226190384477377,0.16552861034870148,0.2639438509941101,-0.013035913929343224,0.24094346165657043,0.34434351325035095,0.006133751478046179,0.2390556037425995,0.43848228454589844,0.029508616775274277
train,A,0.32097750902175903,0.7506729364395142,-1.3150186077837134e-06,0.5346042513847351,0.690010666847229,-0.09731671214103699,0.7380300760269165,0.5033156871795654,-0.1215907409787178,0.8207083940505981,0.3058967888355255,-0.1344064176082611,0.7700088024139404,0.16290774941444397,-0.13168549537658691,0.6368715763092041,0.3259159326553345,-0.06346172839403152,0.6674332022666931,0.1751808077096939,-0.15878787636756897,0.6095480918884277,0.34143751859664917,-0.19112370908260345,0.5695458650588989,0.44538170099258423,-0.19038161635398865,0.494561105966568,0.30288219451904297,-0.04183401167392731,0.5200613737106323,0.14874866604804993,-0.15270259976387024,0.48079589009284973,0.34811732172966003,-0.16571980714797974,0.4714057147502899,0.4528418183326721,-0.14226658642292023,0.3499281108379364,0.3075350522994995,-0.036316584795713425,0.375897616147995,0.1523502767086029,-0.14394953846931458,0.3685787320137024,0.3497248888015747,-0.1029404029250145,0.36747127771377563,0.46305036544799805,-0.04125329479575157,0.2054871767759323,0.33388781547546387,-0.03760526701807976,0.2528863549232483,0.19738328456878662,-0.10624346882104874,0.26350706815719604,0.3331596851348877,-0.0718233585357666,0.259361207485199,0.4246164560317993,-0.02252735197544098
train,A,0.2715562880039215,0.7906702756881714,-1.3520693755708635e-06,0.308895468711853,0.7709932923316956,-0.09754510223865509,0.3271317780017853,0.6771128177642822,-0.19852423667907715,0.36169755458831787,0.5699694156646729,-0.28677356243133545,0.3812102675437927,0.46511051058769226,-0.3880520462989807,0.3739745616912842,0.730120837688446,-0.3138727843761444,0.5333133935928345,0.6016728281974792,-0.4277002513408661,0.6128145456314087,0.502149760723114,-0.50713711977005,0.6563717126846313,0.41692662239074707,-0.5540100336074829,0.3450632393360138,0.7085283398628235,-0.302077978849411,0.43654999136924744,0.5233331918716431,-0.4187977910041809,0.486779123544693,0.36788204312324524,-0.4782871901988983,0.4988570809364319,0.26127833127975464,-0.5193686485290527,0.28875938057899475,0.6873896718025208,-0.27735140919685364,0.34024977684020996,0.4870648980140686,-0.3830651044845581,0.3488980233669281,0.35042673349380493,-0.42351192235946655,0.34967339038848877,0.24353235960006714,-0.44217026233673096,0.23187223076820374,0.6623198390007019,-0.25397783517837524,0.2299315184354782,0.4917534589767456,-0.3182140588760376,0.22547312080860138,0.3863558769226074,-0.3249608278274536,0.21553173661231995,0.31036871671676636,-0.327928364276886
train,A,0.4424969553947449,0.8488799333572388,-1.7969797454497893e-06,0.6322743892669678,0.6989358067512512,-0.07025667279958725,0.7887241244316101,0.4832698106765747,-0.09506633877754211,0.8152807950973511,0.27976351976394653,-0.1174248531460762,0.7461091876029968,0.15468627214431763,-0.11500503867864609,0.6184707880020142,0.3072041869163513,0.02081083133816719,0.6335752606391907,0.1835637390613556,-0.07606315612792969,0.6436542868614197,0.35682588815689087,-0.11369384825229645,0.6355758309364319,0.4151172637939453,-0.12308799475431442,0.47002559900283813,0.33312517404556274,0.025086771696805954,0.48983344435691833,0.20840752124786377,-0.09026772528886795,0.5215582847595215,0.41342270374298096,-0.113063283264637,0.516194224357605,0.44953930377960205,-0.10071747750043869,0.3308987319469452,0.3788934350013733,0.01093569491058588,0.3496556282043457,0.252795547246933,-0.09680967032909393,0.40291351079940796,0.4479553997516632,-0.04852693900465965,0.4082532525062561,0.5032682418823242,0.013128208927810192,0.19907595217227936,0.4397130012512207,-0.009268797002732754,0.2282542586326599,0.31883519887924194,-0.053749650716781616,0.29171812534332275,0.45546290278434753,-0.0007639724644832313,0.2939451336860657,0.5080951452255249,0.056367237120866776
train,A,0.3895818591117859,0.7613173127174377,-1.4787688087380957e-06,0.5970163345336914,0.691805899143219,-0.08571775257587433,0.7920202016830444,0.47858095169067383,-0.1012502908706665,0.8593637943267822,0.2694295048713684,-0.10754548013210297,0.7933194041252136,0.14146828651428223,-0.09461084008216858,0.6632587909698486,0.30906394124031067,-0.029285792261362076,0.6801513433456421,0.17208293080329895,-0.12694276869297028,0.6477211713790894,0.3423703908920288,-0.16601237654685974,0.6277510523796082,0.42025402188301086,-0.17259493470191956,0.5092146396636963,0.31094133853912354,-0.010840111412107944,0.5232483744621277,0.17726320028305054,-0.12733608484268188,0.5210570693016052,0.3714454174041748,-0.14663951098918915,0.525276780128479,0.4437984526157379,-0.12957224249839783,0.36341339349746704,0.3344937562942505,-0.009186604991555214,0.3698180019855499,0.19704633951187134,-0.12117026001214981,0.3986744284629822,0.38764849305152893,-0.07430398464202881,0.4121001064777374,0.47371748089790344,-0.010859424248337746,0.2151431143283844,0.36629658937454224,-0.01331928838044405,0.24376174807548523,0.2547779977321625,-0.07621748000383377,0.28388863801956177,0.39503568410873413,-0.0351145938038826,0.29332810640335083,0.4614088535308838,0.016621358692646027
train,A,0.4223700761795044,0.7642104625701904,-9.260510296371649e-07,0.643460750579834,0.698183536529541,-0.08266519755125046,0.8092585206031799,0.4674358069896698,-0.08109328150749207,0.8358784914016724,0.25896111130714417,-0.06658928096294403,0.7762709856033325,0.13580992817878723,-0.03446124494075775,0.6392940282821655,0.324010968208313,-0.02669256180524826,0.6560865044593811,0.19573929905891418,-0.10856981575489044,0.6472906470298767,0.34515658020973206,-0.13829870522022247,0.6325662732124329,0.4236088693141937,-0.14096108078956604,0.4913344979286194,0.3275003433227539,-0.007409784942865372,0.4946969747543335,0.19354486465454102,-0.10985766351222992,0.5204373598098755,0.38375651836395264,-0.12483138591051102,0.5257288813591003,0.46964141726493835,-0.10398077219724655,0.3568722605705261,0.35394880175590515,-0.0033048803452402353,0.3530125916004181,0.2354077845811844,-0.11535259336233139,0.4053996205329895,0.42200759053230286,-0.07786227762699127,0.4162830114364624,0.5065373778343201,-0.017710711807012558,0.21460658311843872,0.3908042311668396,-0.003109029261395335,0.23051977157592773,0.28861141204833984,-0.07962672412395477,0.27954041957855225,0.42054885625839233,-0.0477113351225853,0.29279956221580505,0.48715952038764954,0.0007161080720834434
train,A,0.45995309948921204,0.7689343094825745,-1.4712137499373057e-06,0.6821163892745972,0.7164695858955383,-0.09213279187679291,0.832974910736084,0.4692381024360657,-0.09483432024717331,0.8397595882415771,0.2559850811958313,-0.07917292416095734,0.7759112119674683,0.14046579599380493,-0.039592064917087555,0.6417033672332764,0.3202735483646393,-0.059565480798482895,0.6449477672576904,0.19739794731140137,-0.14949087798595428,0.6650671362876892,0.3636666536331177,-0.17850467562675476,0.6531074047088623,0.4220404624938965,-0.18526169657707214,0.4889005422592163,0.35818925499916077,-0.039253026247024536,0.49107205867767334,0.22842788696289062,-0.154212087392807,0.5530297160148621,0.4202032685279846,-0.17068864405155182,0.5383100509643555,0.4666208326816559,-0.15480545163154602,0.3576951026916504,0.4082149267196655,-0.03323936462402344,0.3610299527645111,0.2967458963394165,-0.15213517844676971,0.4434477686882019,0.47029516100883484,-0.1067044585943222,0.4301741123199463,0.5121647119522095,-0.04821324348449707,0.21770402789115906,0.4564664959907532,-0.03153468295931816,0.2546950876712799,0.3826717734336853,-0.10158813744783401,0.3251553177833557,0.5018295645713806,-0.06323613971471786,0.3103686571121216,0.5310647487640381,-0.017896275967359543
train,A,0.48709529638290405,0.7847805023193359,-1.6595841998423566e-06,0.7070404887199402,0.7076188921928406,-0.08622198551893234,0.8456643223762512,0.4600609838962555,-0.08791939169168472,0.8371607661247253,0.25038349628448486,-0.07540293782949448,0.7668772339820862,0.13269948959350586,-0.039207931607961655,0.6479008197784424,0.32200801372528076,-0.03784576803445816,0.6329072713851929,0.2016790509223938,-0.133787140250206,0.6530669927597046,0.3658745586872101,-0.16823767125606537,0.6515743136405945,0.4358414113521576,-0.17399930953979492,0.49267512559890747,0.360673189163208,-0.019445102661848068,0.475303053855896,0.2409765124320984,-0.14178761839866638,0.5387256145477295,0.429096519947052,-0.16157397627830505,0.5396753549575806,0.48678335547447205,-0.1428678184747696,0.35829415917396545,0.4093029499053955,-0.01622297242283821,0.3350623846054077,0.2948524057865143,-0.1402815282344818,0.4232674241065979,0.4698904752731323,-0.09082607924938202,0.4299660921096802,0.5302627086639404,-0.023711027577519417,0.21535703539848328,0.4596637487411499,-0.017053544521331787,0.22022953629493713,0.374993234872818,-0.08985833823680878,0.29927951097488403,0.49586188793182373,-0.04611434414982796,0.30910229682922363,0.5384252667427063,0.008640029467642307
train,A,0.4224199652671814,0.7586027383804321,-1.6977487575786654e-06,0.630365252494812,0.706285834312439,-0.08317636698484421,0.8064804077148438,0.46853572130203247,-0.08698651939630508,0.8430334329605103,0.25292837619781494,-0.07755635678768158,0.764130175113678,0.14312994480133057,-0.04860962927341461,0.6495001316070557,0.3155830502510071,-0.04366043210029602,0.6448845863342285,0.18459835648536682,-0.13768988847732544,0.638170599937439,0.3453901708126068,-0.17441527545452118,0.6330390572547913,0.41703423857688904,-0.18161612749099731,0.49883222579956055,0.33476129174232483,-0.025116391479969025,0.490825891494751,0.2011277675628662,-0.13935525715351105,0.5196816921234131,0.3928722143173218,-0.1545953005552292,0.5223773717880249,0.46169313788414,-0.13344821333885193,0.36506932973861694,0.3630291819572449,-0.0216068122535944,0.34731242060661316,0.23623821139335632,-0.13669882714748383,0.4028427302837372,0.42124104499816895,-0.09003747999668121,0.41470393538475037,0.4975009560585022,-0.026348281651735306,0.2215748429298401,0.39392542839050293,-0.022903336212038994,0.22636330127716064,0.3012433648109436,-0.09531920403242111,0.2790869474411011,0.43287384510040283,-0.05911865085363388,0.2949119508266449,0.48806944489479065,-0.009991797618567944
train,A,0.3605537414550781,0.746706485748291,-1.4331526472233236e-06,0.5467997789382935,0.7159990072250366,-0.10213741660118103,0.764142632484436,0.49798738956451416,-0.09873141348361969,0.8337703347206116,0.28201824426651,-0.07405619323253632,0.8229153156280518,0.14532440900802612,-0.02194281667470932,0.660577118396759,0.31521075963974,-0.031037630513310432,0.642084002494812,0.18105874955654144,-0.11749600619077682,0.6040566563606262,0.3410268723964691,-0.1490076333284378,0.6207600831985474,0.3984339237213135,-0.154627725481987,0.5134305357933044,0.3156886100769043,0.004805942066013813,0.48711419105529785,0.1716933250427246,-0.10280462354421616,0.4853149354457855,0.3666790723800659,-0.10978240519762039,0.5106846690177917,0.42607930302619934,-0.08099940419197083,0.383924663066864,0.32582181692123413,0.020726673305034637,0.3461841940879822,0.20138397812843323,-0.09339138120412827,0.3684614598751068,0.39295363426208496,-0.05158169940114021,0.3989488184452057,0.46120116114616394,0.010980179533362389,0.24676862359046936,0.3303605914115906,0.03013908863067627,0.21910610795021057,0.25075510144233704,-0.03945170342922211,0.2429083287715912,0.39115849137306213,-0.011025109328329563,0.2774617075920105,0.4455264210700989,0.033544667065143585
